date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
5/31,,vs,W 1-0,5.0,2,2,1,0,2,3,71
5/25,,@,ND,4.0,2,0,0,0,2,6,68
5/19,,vs,L 0-1,2.1,1,2,2,0,2,4,54
5/14,,@,W 1-0,5.2,4,3,3,1,3,6,108
5/9,,@,L 0-1,4.0,5,4,4,2,0,6,84
5/3,,vs,L 0-1,6.0,6,4,4,0,2,5,101
4/27,,@,L 0-1,5.0,7,7,7,2,2,3,97
4/21,,vs,ND,5.0,5,2,2,1,2,6,95
4/16,,@,L 0-1,5.1,7,4,1,0,3,3,98
4/11,,vs,ND,3.1,10,7,7,1,1,3,91
4/5,,@,ND,3.2,6,4,3,0,1,4,84
3/30,,vs,ND,6.0,3,0,0,0,2,7,95
